term_ID,HPO_term_name,phecode,phecode_string
12608,Hypermagnesiuria,"",
12611,Increased urinary urate,"",
12622,Chronic kidney disease,585.3,Chronic renal failure [CKD]
12637,Renal calcium wasting,588,Disorders resulting from impaired renal function
12642,Cerebellar agenesis,"",
12645,Enlarged peripheral nerve,"",
12672,Akinetic mutism,292.11,Aphasia
12687,Agenesis of pineal gland,"",
12702,Tenesmus,561,Symptoms involving digestive system
12712,Mild hearing impairment,389,Hearing loss
12721,Venous malformation,747,Cardiac and circulatory congenital anomalies
12725,Cutaneous syndactyly,755.3,Congenital anomaly of fingers/toes
12727,Thoracic aortic aneurysm,442.1,Aortic aneurysm
12730,Aglossia,750.13,Congenital anomalies of mouth/tongue
12734,Ketotic hypoglycemia,251.1,Hypoglycemia
12735,Cough,512.8,Cough
12740,Papilloma,"",
12741,Unilateral cryptorchidism,751.12,Congenital anomalies of male genital organs
12743,Abdominal obesity,278.1,Obesity
12745,Short palpebral fissure,"",
12762,Cerebral white matter atrophy,331,Other cerebral degenerations
12774,Increased upper to lower segment ratio,"",
12788,Reticulate pigmentation of oral mucosa,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
12789,Hypoplasia of the calcaneus,"",
12795,Abnormality of the optic disc,"",
12798,Pulmonary lymphangiomyomatosis,504,Other alveolar and parietoalveolar pneumonopathy
12802,Broad jaw,526.3,Anomalies of jaw size/symmetry
12804,Corneal ulceration,370.1,Corneal ulcer
12806,Proboscis,749,Congenital anomalies of face and neck
12810,Wide nasal base,"",
12811,Wide nasal ridge,"",
12813,Unilateral breast hypoplasia,612,"Breast conditions, congenital or relating to hormones"
12817,Noncompaction cardiomyopathy,425,Cardiomyopathy
12841,Retinal vascular tortuosity,362.4,Retinal vascular changes and abnomalities
12847,Epilepsia partialis continua,345.1,Epilepsy
12861,Ovotestis,751.1,Congenital anomalies of genital organs
12864,Abnormal sperm morphology,609,Male infertility and abnormal spermatozoa
12871,Varicocele,454,Varicose veins
12873,Absent vas deferens,751.1,Congenital anomalies of genital organs
12877,Retrograde ejaculation,608,Other disorders of male genital organs
12899,Handgrip myotonia,359.1,Muscular dystrophies
30010,Hydrometrocolpos,619.4,Noninflammatory disorders of vagina
30011,Imperforate hymen,751.11,Congenital anomalies of female genital organs
30022,Question mark ear,749,Congenital anomalies of face and neck
30034,Diffuse glomerular basement membrane lamellation,"",
30037,Bifid ureter,"",
30041,Schmorl's node,722.3,Schmorl's nodes
30043,Hip subluxation,830,Dislocation
30046,Hypoglycosylation of alpha-dystroglycan,"",
30048,Colpocephaly,"",
30049,Brain abscess,324,Other CNS infection and poliomyelitis
30050,Narcolepsy,347,Cataplexy and narcolepsy
30051,Tip-toe gait,350.2,Abnormality of gait
30052,Inguinal freckling,694.2,Other dyschromia
30053,Stiff skin,701,Other hypertrophic and atrophic conditions of skin
30054,Perifollicular fibrosis,701.2,Scar conditions and fibrosis of skin
30056,Uncombable hair,"",
30062,Craniopharyngioma,194,Cancer of other endocrine glands
30074,Chemodectoma,194,Cancer of other endocrine glands
30078,Lung adenocarcinoma,165.1,Cancer of bronchus; lung
30080,Burkitt lymphoma,202.2,Non-Hodgkins lymphoma
30083,Salt craving,"",
30084,Clinodactyly,755.3,Congenital anomaly of fingers/toes
30127,Endometriosis,615,Endometriosis
30147,Truncal titubation,350.1,Abnormal involuntary movements
30148,Heart murmur,396,Abnormal heart sounds
30151,Cholangitis,575.1,Cholangitis
30205,Increased jitter at single fibre EMG,"",
30213,Emotional blunting,"",
30214,Hypersexuality,"",
30223,Perseveration,"",
30237,Hand muscle weakness,"",
30241,Hypoplasia of deltoid muscle,"",
30242,Portal vein thrombosis,452,Other venous embolism and thrombosis
30253,Defective T cell proliferation,"",
30260,Microphallus,751.12,Congenital anomalies of male genital organs
30268,Hyperplastic callus formation,"",
30269,Increased serum insulin-like growth factor 1,"",
30270,Elevated red cell adenosine deaminase activity,"",
30271,"Reduced erythrocyte 2,3-diphosphoglycerate concentration","",
30273,Reduced red cell adenosine deaminase activity,"",
30276,Small scrotum,"",
30290,Unossified sacrum,"",
30314,Periostosis,747.13,Congenital anomalies of great vessels
30323,Unilateral vertebral artery hypoplasia,"",
30325,Cervicomedullary schisis,"",
30328,Decreased osteoclast count,"",
30329,Retinal thinning,362,Other retinal disorders
30330,Multinucleated giant chondrocytes in epiphyseal cartilage,"",
40009,Hyperparakeratosis,701.1,"Keratoderma, acquired"
40049,Macular edema,362.9,Retinal edema
40075,Hypopituitarism,253.2,Pituitary hypofunction
40078,Axonal degeneration,356,Hereditary and idiopathic peripheral neuropathy
40079,Irregular dentition,520.1,Hereditary disturbances in tooth structure
40080,Anteverted ears,"",
40082,Happy demeanor,"",
40083,Toe walking,350.2,Abnormality of gait
40137,Comedonal acne,706.1,Acne
40139,Lipogranulomatosis,277.5,Other disorders of lipoid metabolism
40140,Degeneration of the striatum,333.8,Other degenerative diseases of the basal ganglia
40142,5-oxoprolinase deficiency,"",
40144,L-2-hydroxyglutaric aciduria,"",
40147,L-2-hydroxyglutaric acidemia,"",
40148,Cortical myoclonus,333.2,Myoclonus
40149,Woolly scalp hair,"",
45016,Elevated serum long-chain fatty acids,"",
45025,Narrow palpebral fissure,"",
45026,Abnormality of the mediastinum,"",
100001,Malignant mesothelioma,165,Cancer within the respiratory system
100008,Schwannoma,225.1,"Benign neoplasm of brain, cranial nerves, meninges"
100012,Neoplasm of the eye,190,Cancer of eye
100013,Neoplasm of the breast,174,Breast cancer
100014,Epiretinal membrane,362.26,Macular puckering of retina
100015,Stahl ear,"",
100018,Nuclear cataract,366.1,Nonsenile Cataract
100019,Cortical cataract,366,Cataract
100021,Cerebral palsy,343,Infantile cerebral palsy
100022,Abnormality of movement,350.1,Abnormal involuntary movements
100024,Conspicuously happy disposition,"",
100026,Arteriovenous malformation,747,Cardiac and circulatory congenital anomalies
100027,Recurrent pancreatitis,577.2,Chronic pancreatitis
100028,Ectopic thyroid,242,Thyrotoxicosis with or without goiter
100031,Neoplasm of the thyroid gland,193,Thyroid cancer
100033,Tics,313.2,Tics and stuttering
100034,Motor tics,313.2,Tics and stuttering
100035,Phonic tics,313.2,Tics and stuttering
100168,Fragmented epiphyses,"",
100240,Synostosis of joints,756.5,Congenital osteodystrophies
100242,Sarcoma,170.2,Cancer of connective tissue
100244,Fibrosarcoma,170.2,Cancer of connective tissue
100245,Desmoid tumors,199,Neoplasm of uncertain behavior
100246,Osteoma,213,Benign neoplasm of bone and articular cartilage
100247,Recurrent singultus,513.8,Disorders of diaphragm
100250,Meningeal calcification,348.9,"Other conditions of brain, NOS"
100252,Diaphyseal dysplasia,756.5,Congenital osteodystrophies
100253,Abnormality of the medullary cavity of the long bones,"",
100254,Stenosis of the medullary cavity of the long bones,"",
100255,Metaphyseal dysplasia,749.2,Congenital anomalies of skull and face bones
100257,Ectrodactyly,755.3,Congenital anomaly of fingers/toes
100258,Preaxial polydactyly,755.3,Congenital anomaly of fingers/toes
100259,Postaxial polydactyly,755.3,Congenital anomaly of fingers/toes
100260,Mesoaxial polydactyly,755.3,Congenital anomaly of fingers/toes
100261,Abnormal tendon morphology,"",
100263,Distal symphalangism,755.3,Congenital anomaly of fingers/toes
100267,Lip pit,"",
100273,Neoplasm of the colon,153.2,Colon cancer
100274,Gustatory lacrimation,375.2,Epiphora
100275,Diffuse cerebellar atrophy,334.1,Spinocerebellar disease
100279,Ulcerative colitis,555.2,Ulcerative colitis
100280,Crohn's disease,555.1,Regional enteritis
100291,Abnormality of central somatosensory evoked potentials,"",
100299,Muscle fiber inclusion bodies,"",
100303,Muscle fiber cytoplasmatic inclusion bodies,"",
100305,Ring fibers,"",
100307,Cerebellar hemisphere hypoplasia,"",
100315,Lewy bodies,290.12,Dementia with cerebral degenerations
100321,Abnormality of the dentate nucleus,"",
100324,Scleroderma,701.3,Circumscribed scleroderma
100326,Immunologic hypersensitivity,949,"Allergies, other"
100327,Cow milk allergy,930,Allergic reaction to food
100333,Unilateral cleft lip,749.1,Cleft palate
100334,Unilateral cleft palate,749.1,Cleft palate
100335,Non-midline cleft lip,749.1,Cleft palate
100490,Camptodactyly of finger,755.3,Congenital anomaly of fingers/toes
100493,Hypoammonemia,270.21,Disorders of urea cycle metabolism
100495,Mastocytosis,202,"Cancer of other lymphoid, histiocytic tissue"
100499,Tibial deviation of toes,755.3,Congenital anomaly of fingers/toes
100501,Recurrent bronchiolitis,483,Acute bronchitis and bronchiolitis
100502,Vitamin B12 deficiency,261.2,Vitamin B-complex deficiencies
100512,Vitamin D deficiency,261.4,Vitamin D deficiency
100513,Vitamin E deficiency,261,Vitamin deficiency
100518,Dysuria,599.3,Dysuria
100519,Anuria,599.6,Oliguria and anuria
100521,Neoplasm of the thymus,164,Cancer of intrathoracic organs
100523,Liver abscess,571.8,Liver abscess and sequelae of chronic liver disease
100524,Limb duplication,"",
100526,Neoplasm of the lung,165.1,Cancer of bronchus; lung
100528,Pleuropulmonary blastoma,"",
100530,Abnormality of calcium-phosphate metabolism,275.5,Disorders of calcium/phosphorus metabolism
100533,Inflammatory abnormality of the eye,371.9,Chronic inflammatory disorders of orbit
100534,Episcleritis,379.1,Scleritis and episcleritis
100537,Fasciitis,728.7,Fasciitis
100539,Periorbital edema,242.3,Exophthalmos
100540,Palpebral edema,374,Other disorders of eyelids
100541,Femoral hernia,550.3,Femoral hernia
100542,Abnormal localization of kidney,751.22,Other specified congenital anomalies of kidney
100543,Cognitive impairment,292.2,Mild cognitive impairment
100544,Neoplasm of the heart,164,Cancer of intrathoracic organs
100545,Arterial stenosis,447.1,Stricture of artery
100555,Asymmetric growth,"",
100556,Hemiatrophy,"",
100559,Lower limb asymmetry,736.6,Unequal leg length (acquired)
100561,Spinal cord lesion,334,Degenerative disease of the spinal cord
100568,Neoplasm of the endocrine system,194,Cancer of other endocrine glands
100569,Abnormal vertebral ossification,"",
100570,Carcinoid tumor,209,Neuroendocrine tumors
100574,Biliary tract neoplasm,159.3,Malignant neoplasm of gallbladder and extrahepatic bile ducts
100576,Amaurosis fugax,362.4,Retinal vascular changes and abnomalities
100577,Urinary bladder inflammation,"",
100578,Lipoatrophy,277.51,Lipoprotein disorders
100579,Mucosal telangiectasiae,448,Disease of capillaries
100580,Barrett esophagus,530.13,Barrett's esophagus
100581,Dilatation of renal calices,751.22,Other specified congenital anomalies of kidney
100582,Nasal polyposis,471,Nasal polyps
100583,Corneal perforation,370.1,Corneal ulcer
100585,Telangiectasia of the skin,448,Disease of capillaries
100587,Abnormality of the preputium,"",
100589,Urogenital fistula,617,"Disorders secondary to childbirth, surgery, trauma"
100593,Calcification of cartilage,742.8,Articular cartilage disorder
100596,Absent nares,"",
100598,Pulmonary edema,503,Pulmonary congestion and hypostasis
100601,Eclampsia,642.1,Preeclampsia and eclampsia
100602,Preeclampsia,642.1,Preeclampsia and eclampsia
100603,Toxemia of pregnancy,"",
100610,Maternal hyperphenylalaninemia,270.12,Phenylketonuria [PKU]
100611,Multiple glomerular cysts,580.12,Non-proliferative glomerulonephritis
100612,Odontogenic neoplasm,170.1,Bone cancer
100614,Myositis,770,Myalgia and myositis unspecified
100615,Ovarian neoplasm,184.11,Malignant neoplasm of ovary
100617,Testicular seminoma,187.2,Malignant neoplasm of testis
100621,Dysgerminoma,184.11,Malignant neoplasm of ovary
100625,Enlarged thorax,756.2,Pectus and other congenital anomalies of ribs/sternum
100626,Chronic hepatic failure,571.8,Liver abscess and sequelae of chronic liver disease
100627,Displacement of the external urethral meatus,751.12,Congenital anomalies of male genital organs
100629,Midline facial cleft,"",
100630,Neoplasia of the nasopharynx,149.2,Cancer of nasopharynx
100631,Neoplasm of the adrenal gland,227.1,Benign neoplasm of adrenal gland
100633,Esophagitis,530.1,"Esophagitis, GERD and related diseases"
100634,Neuroendocrine neoplasm,209,Neuroendocrine tumors
100639,Erectile abnormalities,605,Erectile dysfunction [ED]
100640,Laryngeal cyst,473,Diseases of the larynx and vocal cords
100641,Neoplasm of the adrenal cortex,191,Manlignant and unknown neoplasms of brain and nervous system
100643,Abnormality of nail color,"",
100645,Cystocele,618.1,Prolapse of vaginal walls
100646,Thyroiditis,245,Thyroiditis
100649,Neoplasm of the oral cavity,145,Cancer of mouth
100650,Vaginal neoplasm,184.2,Cancer of other female genital organs (excluding uterus and ovary)
100651,Type I diabetes mellitus,250.1,Type 1 diabetes
100654,Retrobulbar optic neuritis,377.3,Optic neuritis/neuropathy
100658,Cellulitis,681,Superficial cellulitis and abscess
100659,Abnormality of the cerebral vasculature,"",
100660,Dyskinesia,333.4,Torsion dystonia
100663,Synotia,"",
100665,Angioedema,946,Anaphylactic shock NOS
100668,Intestinal duplication,750.21,Congenital anomalies of intestine
100669,Abnormal pigmentation of the oral mucosa,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
100670,Rough bone trabeculation,"",
100671,Abnormal trabecular bone morphology,"",
100672,Vaginal hernia,"",
100678,Premature skin wrinkling,"",
100679,Lack of skin elasticity,"",
100684,Salivary gland neoplasm,145.3,Cancer of major salivary glands
100686,Enthesitis,726,Peripheral enthesopathies and allied syndromes
100689,Decreased corneal thickness,"",
100693,Iridodonesis,379.5,Disorders of iris and ciliary body
100694,Tibial torsion,"",
100697,Neurofibrosarcoma,170.2,Cancer of connective tissue
100699,Scarring,701.2,Scar conditions and fibrosis of skin
100702,Arachnoid cyst,348.4,Cerebral cysts
100703,Tongue thrusting,"",
100704,Cortical visual impairment,377,Disorders of optic nerve and visual pathways
100709,Reduction of oligodendroglia,"",
100710,Impulsivity,312.3,Impulse control disorder
100716,Self-injurious behavior,300,Anxiety disorders
100718,Uterine rupture,635,Hemorrhage during pregnancy; childbirth and postpartum
100719,Lens coloboma,753,Congenital anomalies of the eye
100720,Hypoplasia of the ear cartilage,749,Congenital anomalies of face and neck
100721,Mediastinal lymphadenopathy,289.4,Lymphadenitis
100723,Gastrointestinal stroma tumor,199,Neoplasm of uncertain behavior
100724,Hypercoagulability,286.8,Hypercoagulable state
100725,Lichenification,695.7,Prurigo and Lichen
100726,Kaposi's sarcoma,230,Kaposi's sarcoma
100727,Histiocytosis,277,Other disorders of metabolism
100729,Large face,"",
100730,Bronchogenic cyst,748,"Anomalies of respiratory system, congenital"
100732,Pancreatic fibrosis,577,Diseases of pancreas
100733,Neoplasm of the parathyroid gland,194,Cancer of other endocrine glands
100734,Abnormality of vertebral epiphysis morphology,"",
100735,Hypertensive crisis,401.1,Essential hypertension
100736,Abnormality of the soft palate,"",
100738,Abnormal eating behavior,"",
100739,Bulimia,305.2,Eating disorder
100742,Vascular neoplasm,170.2,Cancer of connective tissue
100743,Neoplasm of the rectum,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus"
100745,Abnormality of the humeroulnar joint,"",
100746,Macrodactyly of finger,755.3,Congenital anomaly of fingers/toes
100748,Muscular edema,782.3,Edema
100749,Chest pain,418,Nonspecific chest pain
100750,Atelectasis,508,Pulmonary collapse; interstitial and compensatory emphysema
100751,Esophageal neoplasm,150,Cancer of esophagus
100752,Abnormal liver lobulation,"",
100753,Schizophrenia,295.1,Schizophrenia
100758,Gangrene,791,Gangrene
100759,Clubbing of fingers,781,Symptoms involving nervous and musculoskeletal systems
100760,Clubbing of toes,781,Symptoms involving nervous and musculoskeletal systems
100761,Visceral angiomatosis,"",
100763,Abnormality of the lymphatic system,"",
100764,Lymphangioma,228,"Hemangioma and lymphangioma, any site"
100765,Abnormality of the tonsils,"",
100769,Synovitis,727.1,Synovitis and tenosynovitis
100770,Hyperperistalsis,561,Symptoms involving digestive system
100773,Cartilage destruction,"",
100774,Hyperostosis,"",
100775,Dural ectasia,"",
100776,Recurrent pharyngitis,472,Chronic pharyngitis and nasopharyngitis
100777,Exostoses,726.4,Calcaneal spur; Exostosis NOS
100778,Cryoglobulinemia,270.32,Paraproteinemia
100779,Urogenital sinus anomaly,"",
100780,Conjunctival hamartoma,759,Other and unspecified congenital anomalies
100781,Abnormality of the sacroiliac joint,"",
100783,Breast aplasia,612,"Breast conditions, congenital or relating to hormones"
100784,Peripheral arteriovenous fistula,447,Other disorders of arteries and arterioles
100785,Insomnia,327.4,Insomnia
100787,Prostate neoplasm,185,Cancer of prostate
100789,Torus palatinus,526.8,Exostosis of jaw
100790,Hernia,550,Abdominal hernia
100792,Acantholysis,702,Degenerative skin conditions and other dermatoses
100795,Abnormally straight spine,"",
100796,Orchitis,601.3,Orchitis and epididymitis
100797,Toenail dysplasia,703,"Diseases of nail, NOS"
100798,Fingernail dysplasia,703,"Diseases of nail, NOS"
100799,Neoplasm of the middle ear,149.9,Cancer of of nasal cavities
100800,Aplasia/Hypoplasia of the pancreas,"",
100804,Ungual fibroma,703,"Diseases of nail, NOS"
100806,Sepsis,994.2,Sepsis
100807,Long fingers,"",
100811,Aplasia/Hypoplasia of the colon,"",
100813,Testicular torsion,603,Other disorders of testis
100816,Lip hyperpigmentation,694.2,Other dyschromia
100817,Renovascular hypertension,401.22,Hypertensive chronic kidney disease
100818,Long thorax,"",
100819,Intestinal fistula,569,Other disorders of intestine
100820,Glomerulopathy,580,Nephritis; nephrosis; renal sclerosis
100825,Cheilitis,528.5,Diseases of lips
100827,Lymphocytosis,288,Diseases of white blood cells
100829,Galactorrhea,612.1,Galactorrhea
100830,Round ear,749,Congenital anomalies of face and neck
100833,Neoplasm of the small intestine,159.2,"Malignant neoplasm of small intestine, including duodenum"
100835,Benign neoplasm of the central nervous system,225,Benign neoplasm of brain and other parts of nervous system
100838,Recurrent cutaneous abscess formation,681,Superficial cellulitis and abscess
100840,Aplasia/Hypoplasia of the eyebrow,"",
100842,Septo-optic dysplasia,752.2,Other specified congenital anomalies of nervous system
100843,Glioblastoma,191.11,Cancer of brain
100852,Abnormal fear/anxiety-related behavior,300.1,Anxiety disorder
100858,Dilatation of celiac artery,442.8,Aneurysm of other specified artery
100861,Vertebral body sclerosis,"",
100864,Short femoral neck,"",
100865,Broad ischia,"",
100866,Short iliac bones,"",
100867,Duodenal stenosis,537,Other disorders of stomach and duodenum
100869,Palmar telangiectasia,448,Disease of capillaries
100874,Thick hair,"",
100876,Infra-orbital crease,"",
100880,Nephrogenic rest,"",
100923,Clavicular sclerosis,"",
100950,Decreased activity of 3-hydroxyacyl-CoA dehydrogenase,"",
100951,Enlarged fossa interpeduncularis,348.9,"Other conditions of brain, NOS"
100954,Open operculum,"",
100959,Dense metaphyseal bands,"",
2e+05,Dysharmonic bone age,"",
200003,Splayed epiphyses,"",
200008,Intestinal polyposis,211,Benign neoplasm of other parts of digestive system
200016,Acrokeratosis,691,Congenital anomalies of skin
200018,Protanomaly,368.5,Color vision deficiencies
200020,Corneal erosion,364.4,Corneal degenerations
200021,Down-sloping shoulders,"",
200022,Choroid plexus papilloma,191.11,Cancer of brain
200023,Priapism,604,Disorders of penis
200024,Premature chromatid separation,"",
200025,Mandibular pain,526,Diseases of the jaws
200026,Ocular pain,379.9,"Pain, swelling or discharge of eye"
200029,Vasculitis in the skin,694.3,Vascular disorders of skin
200030,Punctate vasculitis skin lesions,694.3,Vascular disorders of skin
200032,Kayser-Fleischer ring,364,Corneal opacity and other disorders of cornea
200034,Papule,689,Disorder of skin and subcutaneous tissue NOS
200036,Skin nodule,687.2,"Localized superficial swelling, mass, or lump"
200039,Pustule,686,Other local infections of skin and subcutaneous tissue
200040,Epidermoid cyst,706.2,Sebaceous cyst
200041,Skin erosion,689,Disorder of skin and subcutaneous tissue NOS
200042,Skin ulcer,707,Chronic ulcer of skin
200043,Verrucae,078,Viral warts & HPV
200044,Porokeratosis,938.2,Chronic dermatitis due to solar radiation
200053,Hemihypotrophy of lower limb,759,Other and unspecified congenital anomalies
200055,Small hand,"",
200056,Macular scar,363.3,Chorioretinal scars
200057,Marcus Gunn pupil,377.3,Optic neuritis/neuropathy
200065,Chorioretinal degeneration,753.2,Congenital anomalies of posterior segment of eye
200067,Recurrent spontaneous abortion,634,Miscarriage; stillbirth
200068,Nonprogressive visual loss,367.9,Blindness and low vision
200070,Peripheral retinal atrophy,362.6,Peripheral retinal degenerations
200071,Peripheral vitreoretinal degeneration,362.7,Hereditary retinal dystrophies
200072,Episodic quadriplegia,344,Other paralytic syndromes
200073,Respiratory insufficiency due to defective ciliary clearance,509,"Respiratory failure, insufficiency, arrest"
200083,Severe limb shortening,"",
200084,Giant cell hepatitis,656.8,Perinatal jaundice
200085,Limb tremor,333.1,Essential tremor
200094,Frontal open bite,524.3,Anomalies of tooth position/malocclusion
200095,Anterior open bite,524.3,Anomalies of tooth position/malocclusion
200096,Triangular-shaped open mouth,755.3,Congenital anomaly of fingers/toes
200097,Oral mucosal blisters,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
200098,Absent skin pigmentation,694,Dyschromia and Vitiligo
200099,Peripheral retinal pigmentation abnormalities,362.7,Hereditary retinal dystrophies
200101,Decreased/absent ankle reflexes,350.5,Abnormal reflex
200102,Sparse or absent eyelashes,"",
200104,Absent fifth fingernail,755.3,Congenital anomaly of fingers/toes
200105,Absent fifth toenail,755.3,Congenital anomaly of fingers/toes
200109,Absent/shortened outer dynein arms,"",
200114,Metabolic alkalosis,276.42,Alkalosis
200115,Scalp hair loss,"",
200116,Distal ileal atresia,750.21,Congenital anomalies of intestine
200117,Recurrent upper and lower respiratory tract infections,465,Acute upper respiratory infections of multiple or unspecified sites
200118,Malabsorption of Vitamin B12,281.12,Other vitamin B12 deficiency anemia
200119,Acute hepatitis,070,Viral hepatitis
200120,Chronic active hepatitis,070.4,Chronic hepatitis
200122,Atypical or prolonged hepatitis,070.4,Chronic hepatitis
200124,Chronic hepatitis due to cryptosporidium infection,070.4,Chronic hepatitis
200125,Mitochondrial respiratory chain defects,"",
200127,Atrial cardiomyopathy,425,Cardiomyopathy
200128,Biventricular hypertrophy,416,Cardiomegaly
200129,Calcific mitral stenosis,394.2,Mitral valve disease
200133,Lumbosacral meningocele,752.11,Spina bifida
200134,Epileptic encephalopathy,345.11,Generalized convulsive epilepsy
200138,Bilateral choanal atresia/stenosis,749,Congenital anomalies of face and neck
200141,"Small, conical teeth",520.2,Disturbances in tooth eruption
200143,Megaloblastic erythroid hyperplasia,"",
200144,Anaphylactoid purpura,287.2,Allergic purpura
200147,Neuronal loss in basal ganglia,333.8,Other degenerative diseases of the basal ganglia
200148,Abnormal liver function tests during pregnancy,"",
200149,CSF lymphocytic pleiocytosis,"",
200150,Increased serum bile acid concentration during pregnancy,"",
200151,Cutaneous mastocytosis,202,"Cancer of other lymphoid, histiocytic tissue"
400004,Long ear,"",
400005,Short ear,"",
100546,Carotid artery stenosis,433.1,Occlusion and stenosis of precerebral arteries
7911,Congenital bilateral ptosis,374.3,Ptosis of eyelid
375,Abnormal cochlea morphology,"",
11383,Enlarged semicircular canal,"",
100755,Abnormality of salivation,527.7,Disturbance of salivary secretion
2088,Abnormal lung morphology,"",
6522,Repeated pneumothoraces,506,Empyema and pneumothorax
2068,Neuromuscular dysphagia,532,Dysphagia
8711,Benign prostatic hyperplasia,600,Hyperplasia of prostate
371,Acute otitis media,381.1,Otitis media
7992,Lattice retinal degeneration,362.6,Peripheral retinal degenerations
40180,Hyperkeratosis pilaris,691,Congenital anomalies of skin
7481,Hyperpigmented nevi,216,Benign neoplasm of skin
479,Abnormal retinal morphology,"",
12618,Urachal cyst,751.2,Congenital anomalies of urinary system
12432,Chronic fatigue,798.1,Chronic fatigue syndrome
11471,Gastrostomy tube feeding in infancy,656.3,Endocrine and metabolic disturbances of fetus and newborn
12736,Profound global developmental delay,315,Develomental delays and disorders
12443,Abnormality of brain morphology,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
40019,Finger clinodactyly,755.3,Congenital anomaly of fingers/toes
12820,Bilateral vocal cord paralysis,473.3,Paralysis/spasm of vocal cords or larynx
7199,Progressive spastic paraparesis,334.1,Spinocerebellar disease
19,Urinary hesitancy,599.9,Other abnormality of urination
7164,Slowed slurred speech,292.1,Aphasia/speech disturbance
30880,Raynaud phenomenon,443.1,Raynaud's syndrome
8049,Abnormality of the extraocular muscles,"",
12624,Stage 2 chronic kidney disease,585.4,"Chronic kidney disease, Stage I or II"
11994,Abnormal atrial septum morphology,747.11,Cardiac shunt/ heart septal defect
12395,Seasonal allergy,476,Allergic rhinitis
10465,Precocious puberty in females,259.4,Precocious sexual development and puberty NEC
12786,Recurrent cystitis,592.1,Cystitis
40235,Leukocyte inclusion bodies,"",
796,Urethral obstruction,599.1,Urinary obstruction
30680,Abnormality of cardiovascular system morphology,747,Cardiac and circulatory congenital anomalies
12345,Abnormal glycosylation,"",
30889,Congenital shortened small intestine,"",
40309,Increased size of the mandible,"",
6566,Neonatal cholestatic liver disease,"",
1908,Hypoplastic anemia,"",
12492,Cerebral artery stenosis,433.1,Occlusion and stenosis of precerebral arteries
30143,Hyperactive bowel sounds,561,Symptoms involving digestive system
1094,Iridocyclitis,371.1,"Uveitis, noninfectious or NOS"
5681,Juvenile rheumatoid arthritis,714.2,Juvenile rheumatoid arthritis
100608,Metrorrhagia,626.14,Irregular menstrual bleeding
30825,Absent foveal reflex,"",
7599,Generalized reticulate brown pigmentation,"",
5597,Congenital alopecia totalis,"",
25343,Lupus anticoagulant,"",
12122,Anterior uveitis,371.1,"Uveitis, noninfectious or NOS"
40216,Hypoinsulinemia,"",
30799,Scaphocephaly,749.2,Congenital anomalies of skull and face bones
4704,Short fifth metatarsal,755.1,Congenital deformities of feet
25027,Osteoma cutis,"",
11458,Abdominal symptom,"",
8227,Pituitary resistance to thyroid hormone,"",
6463,Rickets of the lower limbs,"",
4502,Bilateral choanal atresia,"",
12650,Perisylvian polymicrogyria,752.2,Other specified congenital anomalies of nervous system
7457,Prominent veins on trunk,"",
9042,Marked muscular hypertrophy,"",
100607,Dysmenorrhea,626.2,Dysmenorrhea
12084,Abnormality of skeletal muscle fiber size,"",
2549,Deficit in phonologic short-term memory,"",
40264,Jaw pain,526,Diseases of the jaws
8755,Laryngotracheomalacia,"",
3089,Hamstring contractures,"",
6366,Adductor longus contractures,"",
8676,Congenital megaureter,751.3,Obstructive genitourinary defect
45055,Tiger tail banding,"",
11346,Mild expressive language delay,315.2,Speech and language disorder
8331,Elevated creatine kinase after exercise,"",
25092,Epidermal acanthosis,701.2,Scar conditions and fibrosis of skin
30663,Optically empty vitreous,"",
30490,Exudative vitreoretinopathy,"",
12886,Hemorrhagic ovarian cyst,"",
200037,Skin vesicle,"",
11354,Generalized abnormality of skin,"",
25114,Hypergranulosis,701.1,"Keratoderma, acquired"
10646,Cervical spine instability,742.9,Other derangement of joint
5245,Intestinal hypoplasia,"",
10505,Limitation of movement at ankles,"",
2818,Abnormality of the radius,"",
30528,Paracentral scotoma,368.4,Visual field defects
10450,Esophageal stenosis,530.3,Stricture and stenosis of esophagus
4831,Recurrent thromboembolism,"",
11856,Pica,305.2,Eating disorder
25085,Bloody diarrhea,"",
100592,Peritoneal abscess,567,Peritonitis and retroperitoneal infections
10959,Congenital cystic adenomatoid malformation of the lung,"",
100889,Abnormality of the ductus choledochus,"",
9821,Forearm undergrowth,"",
30,Testicular gonadoblastoma,"",
5112,Abdominal aortic aneurysm,442.11,Abdominal aortic aneurysm
25520,Calcinosis cutis,689,Disorder of skin and subcutaneous tissue NOS
45040,Abnormal lactate dehydrogenase activity,"",
6491,Abnormality of the tibial metaphysis,"",
12179,Craniofacial dystonia,"",
11195,EEG with focal sharp slow waves,"",
7270,Atypical absence seizures,345.3,Convulsions
25023,Rectal atresia,"",
11326,Anterior plagiocephaly,749,Congenital anomalies of face and neck
200046,Cat cry,"",
11990,Abnormality of neutrophil physiology,"",
12347,Abnormal protein N-linked glycosylation,"",
12358,Abnormal protein O-linked glycosylation,"",
9894,Thickened ears,"",
